"","participantid_in_session","participantcode","playerid_in_group","playerattack","playerendowment","playertullock","playerproduction","playerother_production","playertotal_production","playerarming","playerother_arming","playertotal_arming","playerprize","playerprob","playerprob_percent","playerother_attack","playeris_winner","playerearnings","playerpayoff4","playerpayround4","playerattack_est","playerarming_est","playerproduction_est","playertype","groupid_in_subsession","grouptullock","subsessionround_number","sessioncode","treatment","playerpayoff1","playerpayoff2","playerpayoff3","playerqt1_risk","playerqt2_compete1","playerqt3_compete2","playerqt4_win","playerqt5_impulsive","playerr1","playerr2","playerr3","playerr4","playerr5","playerr6","playerr7","playerr8","playerr9","playerr10","playeractive","playerpassive","playerl1","playerl2","playerl3","playerl4","playerl5","playerl6","playerhead","playergamble","playersend","playerback","playerreturn1","playerreturn2","playerreturn3","playerreturn4","playerreturn5","playerreturn6","playerreturn7","playerreturn8","playerreturn9","playerspieler1","playerspieler2","playerrole1","playerpayround1","playerpayround2","playerfinal_payoff","playerfinal_payoff_help","playerfinal_payoff_rmb","playerdem_age","playerdem_gender","playerdem_study","playerdem_grad","playerdem_understand","playerattack_profit","playerattack_spite","playerattack_super","playerattack_fight1","playerattack_fight2","playerattack_encourage","playerattack_chance","playerattack_mistake","playerattack_understand","playernoattack_risk","playernoattack_efficient","playernoattack_ownprofit","playernoattack_otherprofit","playernoattack_discourage","playernoattack_mistake","playernoattack_understand","playerarming_attack","playerarming_security","playerarming_noattack","playerarming_inefficient","playerarming_unequala1","playerarming_unequala2","playerarming_unequalb1","playerarming_unequalb2","playerarming_understand","id","session"
"563",3,"fzfo1kea",1,0,100,1,90,20,110,10,80,90,50,0.111111111938953,11,1,0,0,NA,NA,NA,NA,NA,NA,4,1,3,"zfwu1g7b","Equal",60,0,30,4,3,3,7,5,0,0,0,0,1,0,0,0,1,0,40,20,1,1,1,0,0,0,1,0,8,16,0,4,8,12,16,16,18,20,22,10,16,0,10,5,90,9,9,22,2,11,1,2,1,3,3,1,1,3,3,3,2,0,1,1,2,3,3,2,1,1,0,0,NA,NA,NA,NA,2,561,400
"564",3,"fzfo1kea",1,1,100,1,20,30,50,80,70,150,22,0.533333361148834,53,1,1,22,NA,NA,NA,NA,NA,NA,4,1,4,"zfwu1g7b","Equal",60,0,30,4,3,3,7,5,0,0,0,0,1,0,0,0,1,0,40,20,1,1,1,0,0,0,1,0,8,16,0,4,8,12,16,16,18,20,22,10,16,0,10,5,90,9,9,22,2,11,1,2,1,3,3,1,1,3,3,3,2,0,1,1,2,3,3,2,1,1,0,0,NA,NA,NA,NA,2,561,400
"565",3,"fzfo1kea",1,0,100,0,80,60,140,20,40,60,63,0.333333343267441,33,0,0,80,NA,NA,NA,NA,NA,NA,3,0,5,"zfwu1g7b","Equal",60,0,30,4,3,3,7,5,0,0,0,0,1,0,0,0,1,0,40,20,1,1,1,0,0,0,1,0,8,16,0,4,8,12,16,16,18,20,22,10,16,0,10,5,90,9,9,22,2,11,1,2,1,3,3,1,1,3,3,3,2,0,1,1,2,3,3,2,1,1,0,0,NA,NA,NA,NA,2,561,400
"566",3,"fzfo1kea",1,1,100,1,30,80,110,70,20,90,50,0.777777791023254,78,0,1,50,NA,NA,NA,NA,NA,NA,3,1,6,"zfwu1g7b","Equal",60,0,30,4,3,3,7,5,0,0,0,0,1,0,0,0,1,0,40,20,1,1,1,0,0,0,1,0,8,16,0,4,8,12,16,16,18,20,22,10,16,0,10,5,90,9,9,22,2,11,1,2,1,3,3,1,1,3,3,3,2,0,1,1,2,3,3,2,1,1,0,0,NA,NA,NA,NA,2,561,400
"567",3,"fzfo1kea",2,0,100,0,80,44,124,20,56,76,56,0.263157904148102,26,0,0,80,0,NA,NA,NA,NA,NA,2,0,7,"zfwu1g7b","Equal",60,0,30,4,3,3,7,5,0,0,0,0,1,0,0,0,1,0,40,20,1,1,1,0,0,0,1,0,8,16,0,4,8,12,16,16,18,20,22,10,16,0,10,5,90,9,9,22,2,11,1,2,1,3,3,1,1,3,3,3,2,0,1,1,2,3,3,2,1,1,0,0,NA,NA,NA,NA,2,561,400
"568",11,"glppv64b",1,1,100,1,45,100,145,55,0,55,65,1,100,0,1,65,NA,NA,1,50,50,NA,6,1,1,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"569",11,"glppv64b",2,1,100,1,48,20,68,52,80,132,31,0.393939405679703,39,1,0,0,NA,NA,NA,NA,NA,NA,5,1,2,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"570",11,"glppv64b",1,1,100,1,20,70,90,80,30,110,40,0.727272748947144,73,0,0,0,NA,NA,NA,NA,NA,NA,8,1,3,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"571",11,"glppv64b",1,1,100,1,10,100,110,90,0,90,50,1,100,0,1,50,NA,NA,NA,NA,NA,NA,8,1,4,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"572",11,"glppv64b",1,0,100,0,100,49,149,0,51,51,67,0,0,0,0,100,NA,NA,NA,NA,NA,NA,7,0,5,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"573",11,"glppv64b",1,1,100,1,49,99,148,51,1,52,67,0.980769217014313,98,0,1,67,NA,NA,NA,NA,NA,NA,7,1,6,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"574",11,"glppv64b",2,1,100,1,80,100,180,20,0,20,81,1,100,0,1,81,65,NA,NA,NA,NA,NA,6,1,7,"zfwu1g7b","Equal",70,0,24,6,5,6,6,2,0,0,1,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,0,0,8,4,0,2,4,6,8,10,12,14,16,4,4,0,10,5,159,15.8999996185303,16,22,1,8,2,3,1,1,2,1,1,3,2,3,3,2,1,2,3,3,3,3,1,1,3,1,NA,NA,NA,NA,3,568,400
"575",5,"hqzp11zi",2,0,100,0,75,50,125,25,50,75,56,0.333333343267441,33,0,0,75,NA,NA,0,30,70,NA,3,0,1,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"576",5,"hqzp11zi",1,0,100,1,80,30,110,20,70,90,50,0.222222223877907,22,1,0,0,NA,NA,NA,NA,NA,NA,4,1,2,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"577",5,"hqzp11zi",1,0,100,0,75,80,155,25,20,45,70,0.555555582046509,56,0,1,75,NA,NA,NA,NA,NA,NA,3,0,3,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"578",5,"hqzp11zi",2,0,100,0,75,80,155,25,20,45,70,0.555555582046509,56,0,0,75,NA,NA,NA,NA,NA,NA,1,0,4,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"579",5,"hqzp11zi",2,0,100,1,75,15,90,25,85,110,40,0.227272734045982,23,1,0,0,NA,NA,NA,NA,NA,NA,2,1,5,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"580",5,"hqzp11zi",2,0,100,1,80,30,110,20,70,90,50,0.222222223877907,22,1,0,0,NA,NA,NA,NA,NA,NA,3,1,6,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"581",5,"hqzp11zi",1,0,100,1,80,20,100,20,80,100,45,0.200000002980232,20,1,0,0,75,NA,NA,NA,NA,NA,3,1,7,"zfwu1g7b","Equal",90,-30,22,4,6,8,10,2,0,0,1,1,1,0,0,0,1,1,50,40,1,1,1,1,1,1,1,1,8,6,0,3,6,8,12,15,18,21,24,4,6,0,10,5,157,15.6999998092651,16,22,2,8,1,3,4,4,3,3,3,4,4,4,4,0,0,0,2,0,3,3,3,0,0,0,NA,NA,NA,NA,0,575,400
"582",15,"isipd1xr",2,0,100,0,100,60,160,0,40,40,72,0,0,0,0,100,NA,NA,0,0,100,NA,8,0,1,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"583",15,"isipd1xr",2,0,100,1,100,15,115,0,85,85,52,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8,1,2,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"584",15,"isipd1xr",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,6,0,3,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"585",15,"isipd1xr",2,0,100,1,100,10,110,0,90,90,50,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8,1,4,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"586",15,"isipd1xr",1,0,100,0,100,100,200,0,0,0,90,0.5,50,0,1,100,NA,NA,NA,NA,NA,NA,8,0,5,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"587",15,"isipd1xr",2,1,100,1,99,70,169,1,30,31,76,0.0322580635547638,3,0,0,0,NA,NA,NA,NA,NA,NA,5,1,6,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"588",15,"isipd1xr",2,1,100,1,99,80,179,1,20,21,81,0.0476190485060215,5,0,0,0,100,NA,NA,NA,NA,NA,8,1,7,"zfwu1g7b","Equal",70,0,40,8,7,7,9,4,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,10,5,210,21,21,26,1,12,2,3,1,2,0,1,0,3,4,3,3,1,0,0,0,3,3,3,2,3,1,0,NA,NA,NA,NA,3,582,400
"589",19,"j5obh4v3",1,0,100,0,50,20,70,50,80,130,32,0.384615391492844,38,0,0,50,NA,NA,1,60,40,NA,10,0,1,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"590",19,"j5obh4v3",2,0,100,0,50,100,150,50,0,50,68,1,100,0,1,50,NA,NA,NA,NA,NA,NA,9,0,2,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"591",19,"j5obh4v3",1,0,100,0,90,100,190,10,0,10,86,1,100,0,1,90,NA,NA,NA,NA,NA,NA,12,0,3,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"592",19,"j5obh4v3",1,0,100,0,100,100,200,0,0,0,90,0.5,50,0,1,100,NA,NA,NA,NA,NA,NA,12,0,4,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"593",19,"j5obh4v3",1,0,100,0,100,100,200,0,0,0,90,0.5,50,0,1,100,NA,NA,NA,NA,NA,NA,11,0,5,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"594",19,"j5obh4v3",1,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,11,0,6,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"595",19,"j5obh4v3",2,1,100,1,99,100,199,1,0,1,90,1,100,0,1,90,100,NA,NA,NA,NA,NA,10,1,7,"cccbpqfg","Equal",60,0,48,6,2,3,8,10,0,0,1,1,1,0,0,0,0,1,40,20,1,0,0,0,0,0,0,0,2,16,0,2,4,6,8,10,12,14,16,16,16,0,8,4,208,20.7999992370605,21,27,2,8,2,3,1,1,0,1,2,2,1,3,1,0,0,0,0,3,3,3,0,1,0,0,NA,NA,NA,NA,3,589,393
"596",4,"klrn6jrl",1,0,100,0,50,75,125,50,25,75,56,0.666666686534882,67,0,1,50,NA,NA,1,70,30,NA,3,0,1,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"597",4,"klrn6jrl",1,1,100,1,30,45,75,70,55,125,34,0.560000002384186,56,0,1,34,NA,NA,NA,NA,NA,NA,3,1,2,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"598",4,"klrn6jrl",2,1,100,1,40,90,130,60,10,70,58,0.857142865657806,86,0,0,0,NA,NA,NA,NA,NA,NA,1,1,3,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"599",4,"klrn6jrl",1,0,100,0,45,90,135,55,10,65,61,0.846153855323792,85,0,1,45,NA,NA,NA,NA,NA,NA,3,0,4,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"600",4,"klrn6jrl",2,0,100,0,60,80,140,40,20,60,63,0.666666686534882,67,0,1,60,NA,NA,NA,NA,NA,NA,3,0,5,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"601",4,"klrn6jrl",2,1,100,1,30,55,85,70,45,115,38,0.60869562625885,61,0,0,0,NA,NA,NA,NA,NA,NA,2,1,6,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"602",4,"klrn6jrl",1,0,100,1,70,30,100,30,70,100,45,0.300000011920929,30,1,0,0,50,NA,NA,NA,NA,NA,4,1,7,"zfwu1g7b","Equal",90,0,22,8,4,8,8,3,1,0,1,1,1,0,0,1,1,1,50,40,1,1,1,0,0,0,1,0,10,NA,0,0,0,4,8,9,16,19,24,10,16,1,10,5,162,16.2000007629395,16.5,19,2,12,3,3,3,1,0,1,1,3,2,3,3,2,0,0,0,3,3,3,0,0,3,1,NA,NA,NA,NA,3,596,400
"603",23,"l1rum6l7",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,0,0,100,NA,12,0,1,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"604",23,"l1rum6l7",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,1,100,NA,NA,NA,NA,NA,NA,12,0,2,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"605",23,"l1rum6l7",2,0,100,1,100,10,110,0,90,90,50,0,0,1,0,0,NA,NA,NA,NA,NA,NA,10,1,3,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"606",23,"l1rum6l7",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,12,0,4,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"607",23,"l1rum6l7",1,0,100,1,100,20,120,0,80,80,54,0,0,1,0,0,NA,NA,NA,NA,NA,NA,12,1,5,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"608",23,"l1rum6l7",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,9,0,6,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"609",23,"l1rum6l7",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,100,NA,NA,NA,NA,NA,12,0,7,"cccbpqfg","Equal",80,0,32,1,0,3,8,1,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,0,16,32,0,4,8,12,16,20,24,28,32,16,32,0,8,4,212,21.2000007629395,21.5,24,3,8,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,3,3,3,1,3,NA,NA,NA,NA,3,603,393
"610",7,"nffq0v05",2,0,100,0,80,100,180,20,0,20,81,1,100,0,1,80,NA,NA,0,20,80,NA,4,0,1,"cccbpqfg","Equal",80,0,42,3,6,5,7,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,1,0,6,22,0,2,5,8,11,14,16,20,22,16,22,0,8,4,196,19.6000003814697,20,22,1,12,1,3,1,1,1,1,2,3,2,3,3,2,2,3,3,2,3,3,0,1,3,3,NA,NA,NA,NA,3,610,393
"611",7,"nffq0v05",2,0,100,1,100,65,165,0,35,35,74,0,0,1,0,0,NA,NA,NA,NA,NA,NA,4,1,2,"cccbpqfg","Equal",80,0,42,3,6,5,7,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,1,0,6,22,0,2,5,8,11,14,16,20,22,16,22,0,8,4,196,19.6000003814697,20,22,1,12,1,3,1,1,1,1,2,3,2,3,3,2,2,3,3,2,3,3,0,1,3,3,NA,NA,NA,NA,3,610,393
"612",7,"nffq0v05",2,1,100,1,70,95,165,30,5,35,74,0.857142865657806,86,0,0,0,NA,NA,NA,NA,NA,NA,2,1,3,"cccbpqfg","Equal",80,0,42,3,6,5,7,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,1,0,6,22,0,2,5,8,11,14,16,20,22,16,22,0,8,4,196,19.6000003814697,20,22,1,12,1,3,1,1,1,1,2,3,2,3,3,2,2,3,3,2,3,3,0,1,3,3,NA,NA,NA,NA,3,610,393
"613",7,"nffq0v05",2,1,100,1,70,95,165,30,5,35,74,0.857142865657806,86,0,1,74,NA,NA,NA,NA,NA,NA,4,1,4,"cccbpqfg","Equal",80,0,42,3,6,5,7,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,1,0,6,22,0,2,5,8,11,14,16,20,22,16,22,0,8,4,196,19.6000003814697,20,22,1,12,1,3,1,1,1,1,2,3,2,3,3,2,2,3,3,2,3,3,0,1,3,3,NA,NA,NA,NA,3,610,393
"614",7,"nffq0v05",1,1,100,1,80,80,160,20,20,40,72,0.5,50,0,0,0,NA,NA,NA,NA,NA,NA,4,1,5,"cccbpqfg","Equal",80,0,42,3,6,5,7,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,1,0,6,22,0,2,5,8,11,14,16,20,22,16,22,0,8,4,196,19.6000003814697,20,22,1,12,1,3,1,1,1,1,2,3,2,3,3,2,2,3,3,2,3,3,0,1,3,3,NA,NA,NA,NA,3,610,393
